R,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,T,P
0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,4,4,4,5,4,4,0,4,4,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,002000000200000300003000000300200,400004445440444040004040000004000
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,4,4,4,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,4,0,0,0,0,0,4,0,5,0,4,0,4,0,4,000000300000002000003000002200300,444004040004040004400000405040404
0,0,0,0,2,0,0,0,0,2,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,5,0,0,4,0,0,0,0,4,0,0,4,0,4,4,4,4,0,0,0,0,0,4,0,0,0,4,0,4,4,000200002002030300000000000000300,440500400004004044440000040004044
0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,4,0,0,4,0,4,4,0,5,0,0,4,4,4,0,4,0,0,4,000320000003000000200020003000000,400004004000044004044050044404004
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,3,0,0,0,0,4,4,4,0,0,5,0,0,4,0,4,0,4,4,4,0,0,4,0,0,0,0,4,0,0,4,4,0,0,0,4,000000000000203000000200030002300,004440050040404440040000400440004
0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,4,0,0,4,0,4,0,0,4,4,0,0,4,0,4,0,4,0,0,0,0,4,4,4,0,0,0,000330000020000002000320000000000,044500400404004400404040000444000
1,3,3,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,4,4,4,4,0,0,0,0,0,4,0,0,4,4,0,0,5,0,0,4,4,0,0,330000000200020300000000200000000,000404440044440000040044005004400
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,3,0,3,0,5,4,0,4,0,4,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,4,0,4,0,4,0,4,0,4,0,0,4,000000000200000020003020000003030,540404040000040044000404040404004
0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,4,4,0,0,4,4,4,4,0,0,0,0,0,020000003020000003030200000000000,440450000400000044044400444400000
0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,2,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,5,4,4,0,4,4,0,0,0,4,0,4,0,0,4,0,0,0,4,4,0,000003300000000000000032020020000,004004400004544044000404004000440
0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,4,4,4,4,0,0,4,0,0,4,0,4,0,4,0,4,0,0,0,0,4,0,0,5,4,0,0,4,0,0,003000000200000003200000302000000,040444400400404040400004005400400
1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,3,4,0,4,4,4,0,0,0,4,0,0,4,5,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,4,4,200000000000200000000233000000003,404440004004500004004400040004044
0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,4,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,4,4,0,4,0,0,4,4,0,4,4,0,0,4,4,200003000000200300000000000003020,044004004000500000440400440440044
0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,4,4,0,0,0,4,4,4,0,4,0,0,0,0,4,4,0,0,4,0,0,4,4,0,0,0,5,0,002303000000003000000200200000000,040044400044404000044004004400050
0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,0,4,4,4,0,4,4,0,0,4,4,4,0,4,0,0,4,4,0,0,0,4,0,0,0,0,000002000000320000000002000030300,000050404440440044404004400040000
0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,0,4,0,4,0,4,0,4,0,0,0,0,4,0,0,0,4,0,4,0,4,4,0,0,4,4,0,0,022003000000000000030200000000003,045040404040400004000404044004400
0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,4,4,0,4,0,4,0,0,4,0,0,5,4,0,0,4,0,0,0,0,4,0,0,0,0,0,4,4,4,4,0,4,000003000020003000000002030000002,044040400400540040000400000444404
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,2,0,2,0,0,0,0,4,4,0,0,4,0,0,4,0,4,0,0,4,0,0,5,0,4,4,0,4,4,0,0,0,0,0,0,0,4,4,4,300000000000000000003000302202000,044004004040040050440440000000444
0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,4,4,4,0,0,0,0,4,4,0,4,0,5,4,4,0,0,4,0,0,0,4,4,0,0,0,030003000000000000000232000000020,000404044400004404054400400044000
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,2,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,0,4,4,0,0,4,4,0,0,0,0,0,5,0,4,4,0,0,0,4,4,0,4,000220000000000000000330030200000,004044004004400440000050440004404
1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,4,0,0,0,0,0,4,0,4,0,4,4,0,4,4,0,0,5,4,0,4,020000000000030300003200000002000,040004004004400000404044044005404
0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,4,0,4,0,0,0,0,0,4,0,0,4,0,0,5,4,4,0,0,4,0,4,0,4,0,4,0,0,4,0,4,0,4,200000020030000003000000003000200,404000004004005440040404040040404
0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,4,4,0,0,4,0,4,0,4,4,4,4,0,0,4,4,4,0,0,203000000000032000000000000000320,000000044000054400404044440044400
1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,4,0,4,4,4,0,4,4,0,4,4,0,0,0,4,0,0,4,0,4,0,4,0,0,0,5,0,0,0,0,0,000300030000030020000000000000202,044044404404400040040404000500000
1,0,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,4,0,0,4,5,0,4,0,0,4,0,0,4,0,4,0,4,4,0,0,4,0,4,0,0,020030000200000000320300000000000,004400404004504004004040440040400
1,0,0,0,3,0,3,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,4,0,0,0,4,0,0,0,0,4,4,4,4,0,0,0,4,4,0,5,0,0,4,0,4,0,4,0,0,0,000303020020000030000000000000200,440400040000444400044050040404000
1,0,2,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,4,0,5,0,0,0,4,0,4,0,0,0,0,4,0,0,0,4,4,4,4,0,4,0,020002003000300000000003020000000,040440040405000404000040004444040
0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,4,0,4,0,4,4,4,0,4,0,4,4,4,5,0,0,0,0,4,000000200030200000302000000000030,000040000440004040444040444500004
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,4,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,4,0,4,4,0,0,4,4,0,0,0,0,4,4,003000000000000320030000200200000,054400040040004004040440044000044
0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,2,0,0,4,0,4,4,0,0,0,0,4,0,4,4,0,0,0,0,5,4,0,0,4,0,4,0,0,0,0,4,4,0,4,4,000000000003200000003000000020320,040440000404400005400404000044044
1,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,4,4,4,5,4,0,0,4,4,4,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,003300020000000000000020000032000,444540044400440404000000000000044
0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,0,0,4,5,0,0,4,4,4,0,0,4,0,4,4,4,0,4,0,0,0,0,000320000003000000200020003000000,404040040000045004440040444040000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,0,5,4,0,4,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,4,0,4,4,4,0,4,0,000000000000020003030002000000320,054044440000000040400400040444040
1,3,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,4,0,0,0,4,4,0,5,0,4,0,0,4,0,0,4,0,4,4,4,0,0,300000002320000003000020000000000,044004400004000440504004004044400
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,3,0,0,4,0,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,0,4,4,4,5,4,0,0,0,0,4,0,0,4,0,000000300000002000003000002200300,404000040044044000044454000040040
0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4,4,4,0,0,4,0,0,0,4,4,4,4,0,0,0,4,0,0,0,0,5,0,0,4,0,4,0,0,4,4,0,203000000003000002000000300000002,044400400044440004000050040400440
0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,5,0,4,0,0,4,4,0,4,0,4,0,4,0,0,4,0,0,4,0,0,0,0,000330000020000002000320000000000,004440404050400440404040040040000
0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,4,5,0,0,0,4,0,0,0,4,0,0,4,0,4,0,4,0,0,0,4,0,4,0,4,4,0,0,4,4,0,4,0,000000200000300030003000200200000,450004000400404040004040440044040
0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,4,4,4,0,4,4,0,0,0,4,4,4,0,4,4,0,4,000003300000000000000032020020000,000005040000000444404400044404404
0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,4,0,4,0,0,4,0,0,4,0,0,4,4,0,0,0,0,4,0,4,0,0,4,0,0,0,4,4,4,5,4,0,0,002000000200000300003000000300200,404004004004400004040040004445400
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,4,4,0,4,4,4,0,0,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,4,5,0,0,000000000200000020003020000003030,400004404440040040004004400044500
0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,4,4,0,0,4,0,0,0,0,4,5,0,0,4,4,4,4,0,0,0,4,4,0,4,4,0,0,0,0,4,0,000300000022000000000000000203030,004400400004500444400044044000040
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,4,0,4,0,0,4,4,0,0,4,4,0,4,0,0,0,0,0,5,4,0,4,4,0,4,4,000000002000000032000300003000002,400000040400440044040000054044044
1,0,0,0,0,3,3,0,2,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0,5,0,4,0,4,0,4,0,4,0,4,0,000033020003020000200000000000000,444040404040004000000504040404040
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,3,0,0,0,4,0,4,0,4,0,4,0,0,0,4,0,4,0,0,0,5,4,0,4,0,4,0,0,0,0,0,4,0,4,4,4,000000000000203000000200030002300,040404040004040005404040000040444
0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,4,5,0,0,4,0,4,0,4,0,0,4,0,4,0,0,4,4,0,0,0,0,4,4,4,0,0,0,4,003000000200000003200000302000000,004045004040400404004400004440004
1,0,3,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,4,4,0,0,4,0,4,4,4,4,4,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,4,0,0,030203300000000002000000000000020,040444004044444000044000000500400
0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4,0,0,4,0,0,4,0,0,4,4,4,4,4,4,5,4,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,200003000000200300000000000003020,400400400444444540400040000400000
1,0,0,0,2,0,0,0,0,2,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,4,4,0,0,0,0,4,0,0,0,4,4,0,0,4,5,0,4,0,0,0,4,4,4,4,0,000200002002030300000000000000300,040000444000040004400450400044440
0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,4,4,4,0,4,0,4,4,0,4,0,5,0,0,0,4,0,0,0,4,0,4,0,4,000002000000320000000002000030300,004040000444040440405000400040404
0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,2,0,0,4,4,0,4,0,0,4,0,4,0,0,0,4,0,5,4,4,0,0,0,0,0,4,4,0,4,4,0,0,0,0,4,000200000003000000003030000000220,044040040400040544000004404400004
0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,3,0,0,5,4,0,4,0,4,0,4,0,0,0,4,4,0,4,0,0,4,0,0,4,4,0,0,0,0,0,4,4,0,4,200000000000200000000233000000003,005404040400044040040044000004404
0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,4,0,4,0,0,0,4,0,0,5,0,0,4,4,4,0,4,0,4,4,0,4,4,0,4,0,0,0,020000030000002003000003000002000,040004040004005004440404404404000
0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,0,0,4,4,0,0,0,4,0,4,0,4,4,0,4,4,0,4,0,4,0,4,0,0,0,4,4,0,203000000000032000000000000000320,000050044000404044044040404000440
1,3,3,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,4,4,4,0,0,0,4,0,4,0,4,4,0,0,0,4,0,4,0,0,0,0,4,0,4,330000000200020300000000200000000,400004054440004040440004040000404
0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,4,0,0,5,4,0,0,0,0,4,0,0,0,0,4,0,4,0,0,4,4,4,0,0,0,0,4,0,4,4,4,0,4,200000020030000003000000003000200,400540000400004040044400004044404
0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,3,0,0,0,0,5,4,0,0,4,0,4,0,0,0,4,4,0,4,4,0,0,4,4,4,4,0,0,0,0,0,4,4,0,0,000320000000000000000030000200230,000540040400044044004444000004400
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,2,0,2,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,4,0,4,0,4,4,0,0,4,0,0,4,0,4,4,0,4,4,0,4,300000000000000000003000302202000,500000040040040404400400404404404
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,2,0,0,0,0,0,4,0,0,4,4,4,0,4,0,0,0,0,0,5,0,0,4,4,0,4,0,4,4,4,4,0,0,0,0,0,4,0,0,000220000000000000000330030200000,400444040000050044040444400000400
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,4,4,0,4,4,4,5,0,0,0,0,4,4,0,0,0,0,4,4,4,0,0,0,0,4,4,0,4,200000000000000000203030000300002,000004404445000044000044400004404
1,0,0,2,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,5,4,0,4,0,4,4,002303000000003000000200200000000,000444044000000000004040445404044
1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,4,0,4,4,0,4,4,5,0,0,4,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,020000000000030300003200000002000,400400040440445004400004400400004
0,0,0,0,3,0,3,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,4,0,4,0,4,0,0,4,0,0,4,0,0,0,0,0,4,0,4,0,0,0,4,0,4,4,5,4,000303020020000030000000000000200,040044040400400400000404000404454
0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,2,0,4,4,4,0,4,4,4,0,0,0,0,0,0,0,4,4,4,0,4,0,0,4,0,5,0,0,0,4,0,0,4,0,0,000300002000000000203000000030020,444044400000004440400405000400400
0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4,4,4,0,4,0,0,0,0,0,0,4,4,0,0,4,0,4,4,4,4,0,4,5,0,0,0,0,000300030000030020000000000000202,000404440400000044004044440450000
0,0,0,0,0,3,2,0,3,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,4,0,4,0,4,0,4,0,0,4,0,4,0,0,0,0,4,0,0,4,4,0,0,4,4,000032030000300002002000000000000,400540004040404004040000400440044
0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,0,5,0,0,4,0,4,0,0,0,0,4,0,0,4,4,0,0,0,4,4,0,4,4,0,0,0,4,000000200030200000302000000000030,044040500404000040044000440440004
0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,4,0,4,0,4,4,5,0,0,4,0,4,0,0,4,0,4,0,0,0,4,0,4,0,020000003000000000330000202000000,040000404404044500404004040004040
0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,5,0,0,0,0,0,4,0,0,4,0,4,4,4,4,4,0,0,0,0,0,4,0,0,0,4,0,4,4,4,4,0,0,003300020000000000000020000032000,500000400404444400000400040444400
1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,5,0,0,4,0,0,4,4,4,0,0,4,0,0,4,4,0,0,4,0,0,4,0,4,4,022003000000000000030200000000003,004000405004004440040044004004044
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,3,0,0,0,2,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,4,4,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,4,4,5,000300000000000200032300020000000,044040004440004004000004000404445
0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,4,0,4,4,0,4,4,0,0,4,5,0,0,0,4,4,0,0,0,0,4,0,4,0,4,0,0,4,0,4,0,0,0,002000000200000300003000000300200,404404400450004400004040400404000
0,3,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,4,0,0,0,4,0,4,0,4,0,0,0,4,0,4,4,4,0,4,0,4,0,0,0,4,300000002320000003000020000000000,040500404000404040004044404040004
0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,4,0,0,0,4,0,4,0,4,0,4,0,0,0,5,0,4,4,4,0,0,4,000000000220300000300203000000000,404040000044000404040400050444004
0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0,4,4,4,0,4,0,0,0,0,4,4,0,4,4,0,4,0,0,0,4,0,0,0,0,0,4,4,4,200003000000200300000000000003020,005004440400004404404000400000444
0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,4,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,4,4,0,4,4,5,0,0,0,4,0,200000000000200000000233000000003,004404400000404440000044044500040
1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,4,0,4,0,0,4,0,4,4,4,4,0,0,4,0,0,0,4,0,4,0,4,0,5,4,0,0,000000000000020003030002000000320,000004404004044440040004040405400
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,3,0,0,4,0,0,4,0,4,0,0,4,0,4,0,0,0,0,0,4,5,0,4,4,4,4,4,0,0,0,4,0,0,0,4,0,000000000000203000000200030002300,400404004040000045044444000400040
1,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,4,4,0,4,4,4,0,4,0,0,0,0,4,4,4,0,0,5,4,0,0,0,0,0,000330000020000002000320000000000,040440000440444040000444005400000
0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,4,4,4,0,0,4,0,4,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,4,4,4,4,4,0,0,020000030000002003000003000002000,044400404040040000005000044444400
0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,4,0,4,0,0,0,4,0,0,0,4,4,4,0,0,4,5,0,0,4,0,4,0,0,0,0,4,4,0,4,203000000000032000000000000000320,004404000400044400450040400004404
0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,2,0,0,4,4,4,0,4,4,0,0,4,0,0,0,4,0,4,4,0,0,0,0,0,5,0,4,0,0,4,0,4,0,0,4,000200000003000000003030000000220,044404400400040440000050400404004
1,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,2,0,0,0,0,5,0,0,4,0,4,4,4,0,0,4,0,0,0,4,4,0,0,0,4,0,4,4,4,4,4,0,0,0,0,0,030203000000000000000200003000200,005004044400400044000404444400000
0,3,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,4,0,0,0,0,4,4,0,4,4,4,4,0,0,4,0,0,0,0,0,0,4,4,5,4,0,0,300200020030000000002000000000300,000440400004404444004000000445400
0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,4,0,0,0,4,0,5,0,4,0,0,0,0,4,0,4,4,4,0,4,0,4,4,0,4,4,4,0,0,0,0,0,0,000002000000302000003000003000200,400040504000040444040440444000000
1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,3,0,3,0,0,4,4,5,0,4,4,4,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,4,4,4,0,4,0,0,000000000200000020003020000003030,044504440000040404040000004440400
1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,4,0,4,4,0,0,4,5,4,0,0,4,0,0,0,0,0,0,4,0,4,4,0,0,4,4,4,0,0,000000002000000032000300003000002,400040440045400400000040440044400
