R,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,T,P
1,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,4,4,0,0,5,4,4,4,0,0,0,4,0,0,0,4,4,000002002230000030000000000000003,400040400400000444005444000400044
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,4,4,0,4,4,4,4,0,0,0,4,0,0,5,0,4,000000000020200030320000000300000,040000000004044404404444000400504
1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,4,4,0,0,4,4,0,4,0,0,0,0,4,0,0,4,5,4,4,022000000000033002000300000000000,004044400000004400440400004004544
1,0,0,2,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,4,0,4,4,0,0,5,0,0,4,4,0,4,4,0,0,4,002000300020200000000030000000300,000000000444440040440050044044004
1,0,0,2,0,0,3,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,4,0,4,4,4,0,0,0,0,0,0,4,4,4,4,0,4,0,5,0,002003000000230200000000000300000,004440000000440444000000444404050
1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,4,5,4,0,0,4,4,0,0,4,0,4,4,4,0,4,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,002030000000000020000003020000300,045400440040444040000000444400000
0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,5,0,4,4,0,4,0,0,4,4,4,0,0,4,0,4,0,4,0,0,4,000000002030300003000020000020000,400000004004504404004440040404004
0,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,4,0,0,4,4,0,4,0,0,5,0,4,4,0,0,4,4,0,4,0,020000200000030000020000003003000,040404400000040044040050440044040
0,0,2,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,4,0,0,4,0,4,4,0,0,0,0,0,0,4,5,4,4,0,4,4,4,0,4,0,4,0,0,0,0,0,0,4,0,020000200330000000000002000000300,400404400000045440444040400000040
0,0,0,0,2,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,0,4,4,4,0,4,4,0,0,4,0,5,0,0,0,0,0,0,0,0,4,4,4,0,4,4,0,0,000200230000300000000300000020000,004040444044004050000000044404400
1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,2,3,0,0,0,0,0,4,4,0,4,0,4,0,0,5,4,4,0,4,0,0,4,4,4,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,000000020000000003020003002300000,440404005440400444000000400044000
1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,4,4,0,4,0,0,4,0,0,5,0,4,4,0,0,0,0,4,4,0,0,4,002000000002003030030000020000000,004044400004404004005044000044004
1,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,4,0,4,0,0,4,0,0,4,0,0,4,4,4,4,5,0,0,0,0,0,4,300000022200000003000300000000000,004440400004040040040044445000004
0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,2,0,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,0,4,4,0,5,4,4,0,0,4,0,4,4,4,0,0,0,0,0,0,4,000000003030000000000023020020000,400000400440044054400404440000004
0,3,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,4,4,4,4,0,0,4,0,0,0,4,4,0,0,0,4,0,4,5,4,0,0,4,4,0,0,0,0,4,0,0,0,0,303000200000020000000000200300000,444400400044000404540044000040000
0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,4,4,0,4,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,4,0,4,0,0,4,4,0,4,5,0,300000200200000003000000020003000,440400404000400400004040400440450
0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,4,0,0,4,4,4,4,4,4,4,0,4,0,0,0,0,0,5,0,4,0,0,000000000032300000223000000000000,000040404004004444444040000050400
0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,4,0,0,0,0,4,0,4,4,0,0,5,0,4,0,0,4,0,4,4,0,4,4,0,0,0,0,0,4,0,4,0,003200000000032000000000300200000,440000404400504004044044000004040
0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,3,0,4,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,4,0,4,4,0,0,0,4,4,4,5,300000000020000000003000002200003,040404000400400004004040440004445
0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,4,4,5,0,4,0,0,0,4,0,0,0,4,4,0,4,4,0,0,4,4,0,4,0,0,4,000002002000000000300033000020000,004000044504000400044044004404004
0,0,0,0,0,0,0,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,4,0,4,0,4,0,4,0,0,0,0,5,4,4,0,0,4,0,4,0,0,0,4,0,0,4,0,4,4,0,0,000000320002020000000030003000000,044040404000054400404000400404400
1,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,4,0,0,4,0,4,0,4,4,0,0,4,4,0,4,0,0,0,0,4,4,4,0,0,0,4,0,4,0,5,0,0,0,000000203000200000000030000000230,400404044004404000044400040405000
0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,5,4,0,0,0,0,4,4,0,0,0,4,4,4,0,0,4,4,0,0,4,4,0,0,4,0,0,4,0,0,203020000000000002000030000000300,040540000440004440044004400400400
1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4,0,0,4,0,4,0,4,5,0,0,0,0,4,0,0,4,0,0,0,0,4,4,4,4,0,4,0,000000002200003300000020000003000,400044004040450000400400004444040
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,3,3,0,0,0,2,0,0,0,0,4,0,4,0,4,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,4,4,4,000000000000002000300200330002000,040404044044400000000000054040444
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,5,4,4,0,4,4,0,0,0,4,4,4,0,4,4,0,0,0,000000000002002030000020300000300,000044000040040544044000444044000
0,0,0,0,0,0,3,3,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,4,0,4,0,4,0,0,0,4,4,0,4,0,4,0,0,0,4,0,0,4,4,0,0,4,000003300200300000020020000000000,000500444040400044040400040044004
0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,4,0,0,0,5,0,0,0,4,0,0,0,4,0,4,0,0,4,0,0,0,0,4,4,0,4,4,0,4,0,4,4,200000003000003200000000000003002,440005000400040400400004404404044
0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,4,4,0,0,4,0,0,4,0,0,5,0,4,0,0,4,0,0,4,0,4,0,4,0,4,4,0,4,0,0,4,020000030003000000000000000002320,004400400400504004004040404404004
0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,2,0,0,4,4,0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,4,4,0,4,0,5,4,000000030000300000020000000203020,044040000440040000040004404404054
0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,4,4,0,4,0,0,0,0,4,0,0,4,4,4,0,0,4,0,0,4,5,0,4,4,0,4,0,4,0,0,0,0,0,002000000000200300000030003000002,440400004004440040045044040400000
1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,0,4,0,0,4,0,0,4,0,4,4,4,0,0,0,4,4,0,4,0,4,0,0,000000000002023200000000033000000,005044040004004004044400044040400
0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,4,4,4,4,0,0,0,0,0,4,0,4,4,0,4,0,0,0,4,4,5,0,0,4,0,0,0,0,000202000000020000300000303000000,040404444000004044040004450040000
0,2,0,0,3,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,4,0,4,5,0,0,4,0,0,4,4,0,0,0,4,4,0,4,0,0,4,0,4,200300030000203000000200000000000,000040044040450040044000440400404
1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,4,0,0,0,4,0,0,0,4,4,4,0,4,4,0,0,0,4,4,0,0,0,4,0,0,0,5,0,0,4,4,4,0,020002000000000020000030003300000,400040004440440004400040005004440
0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4,4,0,4,0,4,0,0,0,4,4,5,4,0,0,0,4,0,0,0,0,0,0,203000000000000200000033200000000,040040044444040400044540004000000
0,0,0,0,2,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,4,0,0,4,4,0,0,0,0,4,4,0,4,0,0,4,4,0,4,0,4,0,0,0,0,0,0,4,4,0,5,0,4,000200230000300000000300000020000,400440000440400440404000000440504
0,0,0,0,2,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,4,4,0,0,0,4,0,0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,0,4,4,0,4,0,5,4,4,000200030203000000000003000002000,404400040040000440040000044040544
0,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0,4,4,0,4,0,0,0,0,0,4,0,4,4,0,0,5,0,0,0,4,4,0,0,0,0,0,4,4,000002002230000030000000000000003,444004404000004044005000440000044
0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,5,4,0,4,4,4,0,0,4,0,4,0,0,0,4,0,0,4,4,0,4,0,0,4,002030000000000020000003020000300,004000004540444004040004004404004
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,3,0,3,0,0,0,4,4,4,0,4,0,4,0,4,4,4,4,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,4,5,0,0,300000000000000020000002020303000,444040404444000004440000000004500
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,4,5,4,0,0,0,4,4,4,0,0,0,0,4,0,0,4,0,0,4,4,0,0,0,0,0,4,4,4,0,000030000000000202020000000003003,400454000444000040040044000004440
0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,4,4,4,4,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,4,4,0,0,0,4,0,4,000000002030300003000020000020000,005000444444000040000400444000404
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,4,0,4,0,4,4,0,0,0,5,4,4,4,0,0,0,0,4,4,0,4,4,000003000000000000332020000000020,004004000004040440005444000044044
1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,3,0,4,0,0,4,0,0,4,4,4,4,4,0,0,4,0,0,4,4,0,0,5,0,0,0,0,4,0,4,0,0,0,4,0,000000030000200000020000200000330,400400444440040044005000040400040
1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,4,4,4,4,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,5,4,022000000000033002000300000000000,040004404044440404000000044000054
0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,0,0,4,4,0,4,4,4,0,0,0,0,0,4,0,4,5,0,4,0,0,002000000002003030030000020000000,400400400404004404440000040450400
1,0,0,2,0,0,3,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,4,4,5,0,0,4,0,0,4,0,4,0,4,4,4,0,4,002003000000230200000000000300000,040404400000000044500400404044404
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,4,4,0,4,0,4,4,4,4,5,0,4,0,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,0,0,000000020000000003020003002300000,000440404444504040440004000400000
0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,4,0,4,4,0,4,0,0,0,0,4,4,0,4,0,4,4,0,5,0,0,0,003200000000032000000000300200000,000444400004044040000440404405000
0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,4,4,5,4,0,0,4,4,4,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,4,0,0,0,020000000000200003300000200030000,445400444404000000044000404004000
0,0,0,0,0,0,0,3,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,4,4,0,0,5,0,0,0,0,0,0,4,4,0,4,4,0,0,4,4,4,0,4,000000320002020000000030003000000,004000440044005000000440440044404
1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,0,4,0,0,4,0,0,5,0,0,4,4,0,4,0,0,4,4,0,0,4,4,000000000020200030320000000300000,040004040040400400500440400440044
0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,4,0,4,0,4,4,0,0,0,0,0,4,4,0,5,0,4,4,4,000000003030000000000023020020000,044000000044004040440000044050444
0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,4,4,0,0,5,0,0,4,4,0,0,0,4,4,0,4,0,4,000020000002000030302000000030000,000000400004444440050044000440404
0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,4,4,0,0,0,4,0,5,4,4,4,0,0,0,0,0,4,0,4,4,0,0,000002002000000000300033000020000,000040040444400040544400000404400
0,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4,4,4,0,4,4,4,5,0,0,0,4,4,300000022200000003000300000000000,400040000004040004004440444500044
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,4,0,0,5,0,4,4,4,4,0,4,0,4,0,0,4,4,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,4,000000000002002030000020300000300,400504444040400440004004040000004
1,0,0,2,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,4,4,4,4,0,4,0,4,0,4,0,0,4,4,0,5,4,0,0,4,0,0,0,0,002000300020200000000030000000300,000004004444404040400440540040000
0,0,0,0,0,0,3,3,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,0,0,4,4,0,4,4,4,4,4,0,0,4,0,0,0,4,0,4,4,0,000003300200300000020020000000000,400050004000004404444400400040440
0,0,0,0,2,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,0,4,0,0,4,4,5,4,0,0,0,4,4,0,0,0,4,0,4,000220000030000030020000000030000,004400044000040400445400044000404
0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,4,0,0,4,0,0,4,0,4,0,0,4,4,0,4,4,0,0,0,0,4,4,0,0,0,4,4,5,0,0,0,4,002000000000200300000030003000002,040040040400440440000440004450004
0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,5,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,4,4,4,0,4,0,4,4,4,0,0,0,4,0,002300002000000003000300000200000,540400004000040000444404044400040
1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,4,4,4,4,0,0,4,0,4,4,4,4,0,4,0,0,0,4,4,0,0,0,4,0,0,0,5,0,0,300000000020000000003000002200003,000044440040444404000440004000500
0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,4,0,4,4,4,4,0,0,0,4,0,4,0,4,0,4,0,0,4,4,0,0,0,203000000000000200000033200000000,400004500040444400040404040044000
0,0,0,0,2,0,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,4,0,4,4,0,4,4,0,0,0,5,4,4,0,4,0,4,0,0,0,4,0,4,4,0,0,0,4,0,0,0,000200030203000000000003000002000,004044044000544040400040440004000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,3,3,0,0,0,2,0,0,0,4,0,4,4,4,0,4,0,4,0,0,0,4,5,0,0,0,4,4,0,0,0,0,0,0,4,4,0,4,0,0,0,4,000000000000002000300200330002000,404440404000450004400000044040004
0,0,0,0,2,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4,0,0,0,4,5,0,0,4,4,0,0,4,0,0,4,4,0,4,0,0,4,4,0,0,0,4,0,4,0,000200230000300000000300000020000,040400045004400400440400440004040
0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,4,0,4,4,0,4,4,0,0,4,4,0,0,4,0,5,0,4,4,4,0,0,4,0,0,0,200000003000003200000000000003002,004000040440440044004050444004000
0,0,3,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,0,4,4,0,0,5,0,4,0,0,0,0,4,4,0,4,4,4,4,4,0,030200030000300002000000002000000,004004400000044005040000440444440
1,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,2,0,0,4,4,4,4,4,0,0,4,0,4,0,0,0,0,4,5,0,0,4,0,4,0,0,4,0,0,0,4,0,0,4,0,000000030000300000020000000203020,044444004040000450040400400040040
0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,5,4,0,4,0,0,0,0,4,4,0,0,4,0,0,0,4,0,4,4,0,0,0,4,4,4,0,4,0,0,002000000002003030030000020000000,400540400004400400040440004440400
1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,4,4,0,4,4,4,4,4,4,0,0,0,0,0,4,0,0,0,0,0,4,4,4,0,0,203020000000000002000030000000300,400005004404444440000040000044400
0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,4,0,4,0,0,0,4,0,0,5,0,4,4,0,4,4,0,4,0,4,000000002030300003000020000020000,004044000400040400040050440440404
1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,4,0,4,0,4,4,0,0,4,0,4,0,4,4,0,0,0,4,5,0,0,0,4,000000000002023200000000033000000,040040040040404400404044000450004
0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,0,4,4,4,0,0,0,0,4,4,4,0,5,0,4,4,4,000200000000303000020320000000000,000004000400004404440000444050444
1,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,5,0,4,0,0,4,0,0,4,0,0,0,4,4,4,0,0,4,0,0,0,0,0,4,0,4,0,4,0,4,0,4,4,020000030003000000000000000002320,504004004000444004000004040404044
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,3,0,3,0,0,0,4,0,5,4,4,0,4,0,0,4,4,0,4,0,0,0,4,4,4,0,4,0,0,4,0,0,0,0,0,0,0,0,4,300000000000000020000002020303000,405440400440400044404004000000004
1,0,0,0,0,0,2,0,0,2,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,4,5,0,0,0,4,0,4,4,0,0,4,0,0,0,0,4,4,4,0,4,4,4,0,000002002230000030000000000000003,040000400450004044004000044404440
0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,0,0,4,4,4,4,0,0,4,0,5,0,0,0,0,0,0,4,4,4,0,4,000002020000000300000033020000000,000440400040044440040500000044404
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,2,3,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,4,4,4,0,0,4,4,0,4,4,4,0,0,4,0,0,0,4,0,0,5,000000020000000003020003002300000,040400040000444004404440040004005
0,0,0,3,0,0,0,0,3,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,4,5,0,0,4,4,4,0,0,4,0,0,0,4,4,003000032000200003000000200000000,404044000004400000450044400400044
1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,0,0,0,0,0,0,0,0,2,0,5,4,0,0,4,4,4,0,4,4,4,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,4,000003000000000000332020000000020,540044404444000400004000000004404
1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,5,4,0,4,0,0,4,0,0,0,0,4,0,4,0,4,0,4,4,4,4,0,0,4,0,0,0,000000020000200000300320000000003,400040540400400004040404444004000
0,0,0,0,0,2,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,0,4,0,4,4,5,4,4,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,4,4,000023002000030000000030000002000,040400404454400400040400000000444
1,0,2,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,4,4,0,4,0,4,5,020000003000230000000000000203000,004040404000004004004440004404045
1,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,5,0,4,0,0,4,4,0,0,0,4,4,4,0,4,022000000000033002000300000000000,440000000040440004504004400044404
